Location,Year,Age,Sex,Cause of death or injury,Risk factor,Measure,Value,Lower bound,Upper bound
Senegal,2017,All ages,Both,Musculoskeletal disorders,Non-exclusive breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Non-exclusive breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Non-exclusive breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Discontinued breastfeeding,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Discontinued breastfeeding,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Discontinued breastfeeding,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Diet low in calcium,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Diet low in calcium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Diet low in calcium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to asbestos,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to asbestos,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to asbestos,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to arsenic,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to arsenic,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to arsenic,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to benzene,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to benzene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to benzene,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to beryllium,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to beryllium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to beryllium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to cadmium,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to cadmium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to cadmium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to chromium,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to chromium,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to chromium,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to diesel engine exhaust,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to diesel engine exhaust,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to diesel engine exhaust,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to formaldehyde,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to formaldehyde,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to formaldehyde,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to nickel,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to nickel,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to nickel,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to polycyclic aromatic hydrocarbons,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to polycyclic aromatic hydrocarbons,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to polycyclic aromatic hydrocarbons,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to silica,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to silica,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to silica,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to sulfuric acid,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to sulfuric acid,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to sulfuric acid,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Unsafe sex,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Unsafe sex,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Unsafe sex,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to trichloroethylene,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to trichloroethylene,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Occupational exposure to trichloroethylene,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,No access to handwashing facility,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,No access to handwashing facility,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,No access to handwashing facility,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Child wasting,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Child wasting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Child wasting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Child stunting,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Child stunting,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Child stunting,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Chewing tobacco,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Chewing tobacco,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Chewing tobacco,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Diet low in legumes,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Diet low in legumes,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Diet low in legumes,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Short gestation for birth weight,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Short gestation for birth weight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Short gestation for birth weight,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Low birth weight for gestation,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Low birth weight for gestation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Low birth weight for gestation,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Impaired kidney function,DALYs,241.8243349,160.5626004,337.9438174
Senegal,2017,All ages,Both,Musculoskeletal disorders,Impaired kidney function,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Impaired kidney function,"DALYs per 100,000",1.646403713,1.093152438,2.300810445
Senegal,2017,All ages,Both,Musculoskeletal disorders,Bullying victimization,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,Bullying victimization,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,Bullying victimization,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,High LDL cholesterol,DALYs,0,0,0
Senegal,2017,All ages,Both,Musculoskeletal disorders,High LDL cholesterol,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Musculoskeletal disorders,High LDL cholesterol,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Unsafe water source,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Unsafe water source,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Unsafe water source,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Unsafe sanitation,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Unsafe sanitation,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Unsafe sanitation,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Ambient particulate matter pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Ambient particulate matter pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Ambient particulate matter pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Household air pollution from solid fuels,DALYs,4365.148348,2403.507236,6633.611997
Senegal,2017,All ages,Both,Sense organ diseases,Household air pollution from solid fuels,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Household air pollution from solid fuels,"DALYs per 100,000",29.71907872,16.36370979,45.16337624
Senegal,2017,All ages,Both,Sense organ diseases,Ambient ozone pollution,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Ambient ozone pollution,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Ambient ozone pollution,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Residential radon,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Residential radon,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Residential radon,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Lead exposure,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Lead exposure,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Lead exposure,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Child underweight,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Child underweight,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Child underweight,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Iron deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Iron deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Iron deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Vitamin A deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Vitamin A deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Vitamin A deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Zinc deficiency,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Zinc deficiency,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Zinc deficiency,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Smoking,DALYs,399.9036719,211.71202,642.5279226
Senegal,2017,All ages,Both,Sense organ diseases,Smoking,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Smoking,"DALYs per 100,000",2.72264944,1.441391148,4.37449919
Senegal,2017,All ages,Both,Sense organ diseases,Secondhand smoke,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Secondhand smoke,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Secondhand smoke,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Alcohol use,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Alcohol use,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Alcohol use,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Drug use,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Drug use,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Drug use,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,High fasting plasma glucose,DALYs,1515.742712,366.0955046,3434.943446
Senegal,2017,All ages,Both,Sense organ diseases,High fasting plasma glucose,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,High fasting plasma glucose,"DALYs per 100,000",10.31957528,2.49247454,23.38599895
Senegal,2017,All ages,Both,Sense organ diseases,High systolic blood pressure,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,High systolic blood pressure,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,High systolic blood pressure,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,High body-mass index,DALYs,795.1162597,340.7475815,1534.738817
Senegal,2017,All ages,Both,Sense organ diseases,High body-mass index,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,High body-mass index,"DALYs per 100,000",5.413360746,2.319899209,10.44890576
Senegal,2017,All ages,Both,Sense organ diseases,Low bone mineral density,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Low bone mineral density,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Low bone mineral density,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in fruits,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in fruits,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in fruits,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in vegetables,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in vegetables,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in vegetables,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in whole grains,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in whole grains,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in whole grains,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in nuts and seeds,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in nuts and seeds,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in nuts and seeds,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in milk,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in milk,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in milk,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in red meat,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in red meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in red meat,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in processed meat,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in processed meat,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in processed meat,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in sugar-sweetened beverages,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in sugar-sweetened beverages,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet high in sugar-sweetened beverages,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in fiber,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in fiber,Percent of total DALYs,0,,
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in fiber,"DALYs per 100,000",0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in seafood omega-3 fatty acids,DALYs,0,0,0
Senegal,2017,All ages,Both,Sense organ diseases,Diet low in seafood omega-3 fatty acids,Percent of total DALYs,0,,
